District of Columbia,DC,Adams Morgan,,,,,,,,,0,0,,,,,,,,,,,,,,
District of Columbia,DC,American University,,,,,,,,,0,0,,,,,,,,,,,,,,
District of Columbia,DC,Anacostia,,,,,,,,,38.9041,-77.0172,,,,,,,,,,,,,,
District of Columbia,DC,Bolling Air Force,,,,,,,,,0,0,,,,,,,,,,,,,,
District of Columbia,DC,Catholic University,,,,,,,,,0,0,,,,,,,,,,,,,,
District of Columbia,DC,Georgetown,,,,,,,,,0,0,,,,,,,,,,,,,,
District of Columbia,DC,Kenilworth,,,,,,,,,0,0,,,,,,,,,,,,,,
District of Columbia,DC,Little Falls,,,,,,,,,0,0,,,,,,,,,,,,,,
District of Columbia,DC,National Arboretum,,,,,,,,,0,0,,,,,,,,,,,,,,
District of Columbia,DC,National Zoo,,,,,,,,,0,0,,,,,,,,,,,,,,
District of Columbia,DC,Rock Creek,,,,,,,,,0,0,,,,,,,,,,,,,,
District of Columbia,DC,The Mall,,,,,,,,,38.9041,-77.0172,,,,,,,,,,,,,,
District of Columbia,DC,The White House,,,,,,,,,0,0,,,,,,,,,,,,,,
District of Columbia,DC,Us Capitol,,,,,,,,,0,0,,,,,,,,,,,,,,
District of Columbia,DC,Washington,,,,,,,,20303###20306###20319###20318###20009###20317###20010###20053###20052###20050###20314###20310###20301###20245###20049###20244###20242###20241###20240###20239###20238###20237###20235###20250###20251###20254###20299###20289###20277###20270###20268###20266###20265###20262###20261###20260###20233###20330###20416###20404###20403###20402###20001###20002###20401###20398###20056###20405###20406###20407###20415###20414###20413###20412###20411###20410###20409###20408###20003###20004###20005###20380###20375###20374###20373###20008###20370###20355###20350###20388###20389###20390###20055###20006###20007###20395###20394###20393###20392###20391###20340###20063###20038###20066###20067###20068###20069###20070###20037###20036###20039###20040###20064###20065###20043###20016###20042###20041###20017###20018###20035###20071###20073###20020###20090###20032###20022###20030###20082###20024###20026###20081###20091###20074###20075###20033###20076###20077###20078###20019###20080###20027###20062###20232###20220###20219###20218###20047###20045###20217###20216###20215###20029###20221###20230###20229###20228###20227###20226###20224###20223###20222###20214###20213###20212###20012###20202###20058###20013###20015###20201###20059###20060###20057###20203###20211###20210###20208###20207###20206###20044###20011###20204###20061###20418###20525###20540###20541###20542###20543###20544###20546###20547###20548###20549###20551###20552###20539###20538###20526###20527###20528###20529###20530###20531###20533###20534###20535###20536###20537###20553###20554###20555###20579###20580###20581###20585###20586###20590###20591###20593###20594###20597###20599###20578###20577###20557###20559###20560###20565###20566###20570###20571###20572###20573###20575###20576###20372###20523###20433###20427###20426###20425###20524###20453###20456###20460###20463###20437###20468###20451###20447###20434###20435###20431###20436###20429###20439###20440###20428###20442###20444###20469###20470###20472###20511###20515###20520###20521###20522###20423###20422###20421###20420###20419###20510###20509###20500###20424###20501###20502###20503###20504###20505###20506###20507###20508###20441###56920###56944###56933###56901###56972###56915,38.91194,-77.0167,America/New_York,EST,-5,,,,,,,,,,,
